2022-archive-2022-7-1-mc65-ke29,adelaide,/en/scores/stats-centre/archive/2022/8998/ms001,01:19:00,79,mc65,,,,,,,,,,,,,,,,,,,,,,,,,,,ke29,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-6-2-mc65-kd46,adelaide,/en/scores/stats-centre/archive/2022/8998/ms002,01:20:00,80,mc65,,,,,,,,,,,,,,,,,,,,,,,,,,,kd46,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-6-1-ke29-c977,adelaide,/en/scores/stats-centre/archive/2022/8998/ms003,01:54:00,114,ke29,,,,,,,,,,,,,,,,,,,,,,,,,,,c977,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-5-4-mc65-pl56,adelaide,/en/scores/stats-centre/archive/2022/8998/ms004,01:09:00,69,mc65,,,,,,,,,,,,,,,,,,,,,,,,,,,pl56,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-5-3-ke29-gc89,adelaide,/en/scores/stats-centre/archive/2022/8998/ms007,01:56:00,116,ke29,,,,,,,,,,,,,,,,,,,,,,,,,,,gc89,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-5-2-c977-db63,adelaide,/en/scores/stats-centre/archive/2022/8998/ms006,01:08:00,68,c977,,,,,,,,,,,,,,,,,,,,,,,,,,,db63,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-5-1-kd46-y268,adelaide,/en/scores/stats-centre/archive/2022/8998/ms005,02:45:00,165,kd46,,,,,,,,,,,,,,,,,,,,,,,,,,,y268,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-8-mc65-c0c8,adelaide,/en/scores/stats-centre/archive/2022/8998/ms008,00:54:00,54,mc65,,,,,,,,,,,,,,,,,,,,,,,,,,,c0c8,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-7-ke29-j386,adelaide,/en/scores/stats-centre/archive/2022/8998/ms015,02:01:00,121,ke29,,,,,,,,,,,,,,,,,,,,,,,,,,,j386,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-6-c977-mj08,adelaide,/en/scores/stats-centre/archive/2022/8998/ms013,01:56:00,116,c977,,,,,,,,,,,,,,,,,,,,,,,,,,,mj08,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-5-kd46-td51,adelaide,/en/scores/stats-centre/archive/2022/8998/ms010,02:15:00,135,kd46,,,,,,,,,,,,,,,,,,,,,,,,,,,td51,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-4-pl56-da81,adelaide,/en/scores/stats-centre/archive/2022/8998/ms009,02:35:00,155,pl56,,,,,,,,,,,,,,,,,,,,,,,,,,,da81,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-3-db63-mw02,adelaide,/en/scores/stats-centre/archive/2022/8998/ms012,01:51:00,111,db63,,,,,,,,,,,,,,,,,,,,,,,,,,,mw02,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-2-y268-kf17,adelaide,/en/scores/stats-centre/archive/2022/8998/ms011,02:16:00,136,y268,,,,,,,,,,,,,,,,,,,,,,,,,,,kf17,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-1-gc89-ml57,adelaide,/en/scores/stats-centre/archive/2022/8998/ms014,01:40:00,100,gc89,,,,,,,,,,,,,,,,,,,,,,,,,,,ml57,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-12-gc89-f724,adelaide,/en/scores/stats-centre/archive/2022/8998/ms028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-11-pl56-v708,adelaide,/en/scores/stats-centre/archive/2022/8998/ms019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-10-db63-cf59,adelaide,/en/scores/stats-centre/archive/2022/8998/ms024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-9-kf17-n732,adelaide,/en/scores/stats-centre/archive/2022/8998/ms023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-8-c0c8-bi81,adelaide,/en/scores/stats-centre/archive/2022/8998/ms017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-7-da81-m0ej,adelaide,/en/scores/stats-centre/archive/2022/8998/ms018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
